A.10.1,KRY-01,KRY-04,KRY-03
A.9.2.3,IDM-02,IDM-06,IDM-01,IDM-03,IDM-04,RB-10,RB-13,RB-14
A.9.2.4,IDM-02,IDM-06,IDM-01,IDM-08
A.9.2.5,SPN-01,IDM-01,IDM-06,IDM-07,IDM-08,IDM-02,DLL-01,SPN-03,IDM-06,IDM-01,IDM-03,IDM-05,IDM-08
A.9.2.6,IDM-02,DLL-01,SPN-03,IDM-06,IDM-01,IDM-04,IDM-08
A.9.3.1,SA-01,IDM-06,IDM-01
A.9.4.1,BEI-01,IDM-01,IDM-06,IDM-07,IDM-08,IDM-06,IDM-01,IDM-03,RB-10,RB-13,RB-14,KOS-05,RB-23,DLL-01,BEI-03,SIM-01,COM-03,PI-03,KOS-08
A.9.4.2,BEI-01,IDM-06,IDM-01,IDM-08
A.9.4.3,IDM-06,IDM-01
A.9.4.4,IDM-03,IDM-12,RB-10,RB-13,RB-14
A.9.4.5,BEI-01,BEI-02,BEI-07,IDM-13,IDM-01,IDM-06,IDM-01
